,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0043506,BP,GO:0043506,regulation of JUN kinase activity,5/269,41/18888,0.12195122,8.562879681,5.826898572,0.000278155,0.001020351,0.000427877,MAP3K7/GSTP1/TNF/DAB2IP/MAP2K7,5
GO:0050672,BP,GO:0050672,negative regulation of lymphocyte proliferation,7/269,89/18888,0.078651685,5.522576333,5.140353536,0.000280098,0.001025827,0.000430173,ERBB2/CASP3/SOX11/TWSG1/IL10/CD274/PAWR,7
GO:2000106,BP,GO:2000106,regulation of leukocyte apoptotic process,7/269,89/18888,0.078651685,5.522576333,5.140353536,0.000280098,0.001025827,0.000430173,TP53/CXCR2/HIF1A/IL10/BAX/CD274/CDKN2A,7
GO:0006925,BP,GO:0006925,inflammatory cell apoptotic process,4/269,23/18888,0.173913043,12.21141102,6.466588745,0.000287787,0.001048924,0.000439859,CXCR2/IL6/FASLG/CDKN2A,4
GO:0038128,BP,GO:0038128,ERBB2 signaling pathway,4/269,23/18888,0.173913043,12.21141102,6.466588745,0.000287787,0.001048924,0.000439859,ERBB2/MAPK1/EGFR/TGFA,4
GO:0045736,BP,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,4/269,23/18888,0.173913043,12.21141102,6.466588745,0.000287787,0.001048924,0.000439859,PTEN/HHEX/CDKN1A/CDKN2A,4
GO:0071636,BP,GO:0071636,positive regulation of transforming growth factor beta production,4/269,23/18888,0.173913043,12.21141102,6.466588745,0.000287787,0.001048924,0.000439859,THBS1/PTGS2/MYB/SMAD3,4
GO:1903579,BP,GO:1903579,negative regulation of ATP metabolic process,4/269,23/18888,0.173913043,12.21141102,6.466588745,0.000287787,0.001048924,0.000439859,PARP1/STAT3/GIT1/FBP1,4
GO:1904030,BP,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,4/269,23/18888,0.173913043,12.21141102,6.466588745,0.000287787,0.001048924,0.000439859,PTEN/HHEX/CDKN1A/CDKN2A,4
GO:1904659,BP,GO:1904659,glucose transmembrane transport,8/269,118/18888,0.06779661,4.760380568,4.925157479,0.000289083,0.001051358,0.000440879,IL1B/MAPK14/RNASEL/TNF/AKT1/IRS1/IGF1/BRAF,8
GO:0009306,BP,GO:0009306,protein secretion,15/269,370/18888,0.040540541,2.846578921,4.311725954,0.000289146,0.001051358,0.000440879,IL6/EDNRB/IL1B/PPARG/HIF1A/TLR4/TNF/HNF1B/TGFB1/SNCG/EGFR/PCSK1/IRS1/IGF1/CLOCK,15
GO:0032535,BP,GO:0032535,regulation of cellular component size,15/269,370/18888,0.040540541,2.846578921,4.311725954,0.000289146,0.001051358,0.000440879,PTEN/MAP3K7/PIK3CA/KDM1A/VEGFA/CDH1/RILP/TENM1/MTOR/HDAC6/PRKCD/RHOA/FN1/HSP90AA1/UCN,15
GO:0030888,BP,GO:0030888,regulation of B cell proliferation,6/269,64/18888,0.09375,6.582713755,5.37723287,0.000296224,0.001076234,0.000451311,CASP3/TLR4/BMI1/IL10/PAWR/CDKN1A,6
GO:0035592,BP,GO:0035592,establishment of protein localization to extracellular region,15/269,371/18888,0.040431267,2.838906201,4.299724931,0.000297551,0.001080195,0.000452972,IL6/EDNRB/IL1B/PPARG/HIF1A/TLR4/TNF/HNF1B/TGFB1/SNCG/EGFR/PCSK1/IRS1/IGF1/CLOCK,15
GO:0010507,BP,GO:0010507,negative regulation of autophagy,7/269,90/18888,0.077777778,5.461214374,5.099152248,0.000300084,0.001086792,0.000455738,TP53/PIK3CA/STAT3/MTOR/AKT1/IL10/VHL,7
GO:0030071,BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,7/269,90/18888,0.077777778,5.461214374,5.099152248,0.000300084,0.001086792,0.000455738,ARID1A/XRCC3/SMARCA4/SMARCA2/CUL3/RB1/SMARCE1,7
GO:0032945,BP,GO:0032945,negative regulation of mononuclear cell proliferation,7/269,90/18888,0.077777778,5.461214374,5.099152248,0.000300084,0.001086792,0.000455738,ERBB2/CASP3/SOX11/TWSG1/IL10/CD274/PAWR,7
GO:0001764,BP,GO:0001764,neuron migration,10/269,183/18888,0.054644809,3.836918764,4.63524872,0.000303354,0.001096888,0.000459972,CTNNB1/VEGFA/STAT3/RHOA/BAX/DAB2IP/TWIST1/HSP90AA1/GATA3/FGFR1,10
GO:0045580,BP,GO:0045580,regulation of T cell differentiation,10/269,183/18888,0.054644809,3.836918764,4.63524872,0.000303354,0.001096888,0.000459972,ERBB2/ARID1A/SMARCA4/SMARCA2/RHOA/BRD2/BRD4/SMARCE1/BRAF/GATA3,10
GO:0045582,BP,GO:0045582,positive regulation of T cell differentiation,8/269,119/18888,0.067226891,4.72037737,4.893497399,0.000306164,0.001105303,0.000463501,ARID1A/SMARCA4/SMARCA2/RHOA/BRD2/BRD4/SMARCE1/GATA3,8
GO:0002449,BP,GO:0002449,lymphocyte mediated immunity,15/269,372/18888,0.040322581,2.831274733,4.287763682,0.000306166,0.001105303,0.000463501,ERCC1/IL6/MAP3K7/IL1B/PRKCD/TNF/TGFB1/IL10/GATA3/CD8A/MLH1/MSH2/NBN/MYD88/CLU,15
GO:0006869,BP,GO:0006869,lipid transport,17/269,456/18888,0.037280702,2.617687341,4.203104924,0.000308699,0.001113566,0.000466966,THBS1/PTGS2/IL1B/NFKB1/PPARG/FASLG/MYB/PRKCD/AKT1/CAV1/MIR145/NKX3-1/MIR130B/NFKBIA/RBP1/CYP19A1/CLU,17
GO:0014044,BP,GO:0014044,Schwann cell development,5/269,42/18888,0.119047619,8.359001593,5.738698428,0.000312106,0.001122301,0.000470629,ERBB2/MAPK1/AKT1/ILK/HRAS,5
GO:0032733,BP,GO:0032733,positive regulation of interleukin-10 production,5/269,42/18888,0.119047619,8.359001593,5.738698428,0.000312106,0.001122301,0.000470629,IL6/STAT3/TLR4/MIR145/CD274,5
GO:0035794,BP,GO:0035794,positive regulation of mitochondrial membrane permeability,5/269,42/18888,0.119047619,8.359001593,5.738698428,0.000312106,0.001122301,0.000470629,TP53/BID/BAX/BNIP3/BNIP3L,5
GO:1904706,BP,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,5/269,42/18888,0.119047619,8.359001593,5.738698428,0.000312106,0.001122301,0.000470629,PTEN/PPARG/SOD2/IL10/CDKN1A,5
GO:0009952,BP,GO:0009952,anterior/posterior pattern specification,11/269,219/18888,0.050228311,3.526811631,4.520784977,0.00031678,0.001131269,0.00047439,TP53/CTNNB1/AURKA/NOTCH1/BMI1/HNF1B/TGFBR1/SMAD3/WT1/HHEX/NKX3-1,11
GO:0007440,BP,GO:0007440,foregut morphogenesis,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,CTNNB1/NOTCH1/SMAD3,3
GO:0014745,BP,GO:0014745,negative regulation of muscle adaptation,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,MIR25/PPARG/SMAD3,3
GO:0016102,BP,GO:0016102,diterpenoid biosynthetic process,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,CYP1A1/AKR1C3/RBP1,3
GO:0032025,BP,GO:0032025,response to cobalt ion,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,CASP8/CASP3/BNIP3,3
GO:0032070,BP,GO:0032070,regulation of deoxyribonuclease activity,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,PCNA/PRKCD/AKT1,3
GO:0060947,BP,GO:0060947,cardiac vascular smooth muscle cell differentiation,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,VEGFA/NOTCH1/MIR145,3
GO:0070391,BP,GO:0070391,response to lipoteichoic acid,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,MAPK14/TLR4/RELA,3
GO:0070562,BP,GO:0070562,regulation of vitamin D receptor signaling pathway,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,VDR/SNAI2/MED1,3
GO:0071223,BP,GO:0071223,cellular response to lipoteichoic acid,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,MAPK14/TLR4/RELA,3
GO:0071803,BP,GO:0071803,positive regulation of podosome assembly,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,TNF/RHOA/FSCN1,3
GO:0072203,BP,GO:0072203,cell proliferation involved in metanephros development,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,MYC/WT1/STAT1,3
GO:1903799,BP,GO:1903799,negative regulation of miRNA processing,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,TP53/IL6/STAT3,3
GO:1904627,BP,GO:1904627,response to phorbol 13-acetate 12-myristate,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,CDK4/FOS/FBP1,3
GO:1904628,BP,GO:1904628,cellular response to phorbol 13-acetate 12-myristate,3/269,10/18888,0.3,21.06468401,7.628405806,0.000318325,0.001131269,0.00047439,CDK4/FOS/FBP1,3
GO:1903510,BP,GO:1903510,mucopolysaccharide metabolic process,7/269,91/18888,0.076923077,5.401201029,5.058562096,0.000321199,0.001140595,0.0004783,EDNRB/IL1B/NFKB1/CD44/FGF2/TGFB1/LYVE1,7
GO:0002011,BP,GO:0002011,morphogenesis of an epithelial sheet,6/269,65/18888,0.092307692,6.481441235,5.320916871,0.000322503,0.001142554,0.000479122,PTEN/SOX11/CD44/NOTCH1/MTOR/RHOA,6
GO:0002931,BP,GO:0002931,response to ischemia,6/269,65/18888,0.092307692,6.481441235,5.320916871,0.000322503,0.001142554,0.000479122,TP53/MYB/SQSTM1/RELA/CAV1/AIFM1,6
GO:1904036,BP,GO:1904036,negative regulation of epithelial cell apoptotic process,6/269,65/18888,0.092307692,6.481441235,5.320916871,0.000322503,0.001142554,0.000479122,IGF1R/RB1/SERPINE1/KDR/BRAF/GATA3,6
GO:0071346,BP,GO:0071346,cellular response to type II interferon,8/269,120/18888,0.066666667,4.681040892,4.862187717,0.000324059,0.001147174,0.000481059,TP53/PPARG/FASLG/TLR4/TNF/VIM/STAT1/MED1,8
GO:0010508,BP,GO:0010508,positive regulation of autophagy,9/269,152/18888,0.059210526,4.157503424,4.697931061,0.000336286,0.001189532,0.000498822,MAP3K7/HIF1A/SQSTM1/KDR/BNIP3/BNIP3L/NPRL2/ROCK1/CAMKK2,9
GO:0010839,BP,GO:0010839,negative regulation of keratinocyte proliferation,4/269,24/18888,0.166666667,11.70260223,6.306052267,0.000341499,0.001202373,0.000504207,VDR/SNAI2/MED1/SFN,4
GO:0034114,BP,GO:0034114,regulation of heterotypic cell-cell adhesion,4/269,24/18888,0.166666667,11.70260223,6.306052267,0.000341499,0.001202373,0.000504207,IL1B/CD44/TNF/IL10,4
GO:0048634,BP,GO:0048634,regulation of muscle organ development,4/269,24/18888,0.166666667,11.70260223,6.306052267,0.000341499,0.001202373,0.000504207,SMAD3/TGFB1/TWIST1/FGF3,4
GO:0061042,BP,GO:0061042,vascular wound healing,4/269,24/18888,0.166666667,11.70260223,6.306052267,0.000341499,0.001202373,0.000504207,VEGFA/TNF/SERPINE1/KDR,4
GO:0072273,BP,GO:0072273,metanephric nephron morphogenesis,4/269,24/18888,0.166666667,11.70260223,6.306052267,0.000341499,0.001202373,0.000504207,CTNNB1/WT1/STAT1/LGR4,4
GO:2000810,BP,GO:2000810,regulation of bicellular tight junction assembly,4/269,24/18888,0.166666667,11.70260223,6.306052267,0.000341499,0.001202373,0.000504207,TNF/SNAI1/SNAI2/ROCK1,4
GO:0008645,BP,GO:0008645,hexose transmembrane transport,8/269,121/18888,0.066115702,4.642354604,4.831221362,0.000342799,0.001206016,0.000505734,IL1B/MAPK14/RNASEL/TNF/AKT1/IRS1/IGF1/BRAF,8
GO:0019098,BP,GO:0019098,reproductive behavior,5/269,43/18888,0.11627907,8.164606207,5.653376849,0.000349105,0.00122442,0.000513452,EDNRB/NCOA1/KLK14/TAC1/ZFX,5
GO:0045663,BP,GO:0045663,positive regulation of myoblast differentiation,5/269,43/18888,0.11627907,8.164606207,5.653376849,0.000349105,0.00122442,0.000513452,ARID1A/MAPK14/SMARCA4/SMARCA2/SMARCE1,5
GO:0051353,BP,GO:0051353,positive regulation of oxidoreductase activity,5/269,43/18888,0.11627907,8.164606207,5.653376849,0.000349105,0.00122442,0.000513452,VDR/IL1B/HIF1A/TNF/AKT1,5
GO:1904646,BP,GO:1904646,cellular response to amyloid-beta,5/269,43/18888,0.11627907,8.164606207,5.653376849,0.000349105,0.00122442,0.000513452,PARP1/IGF1R/TLR4/TNF/IGF1,5
GO:0000271,BP,GO:0000271,polysaccharide biosynthetic process,6/269,66/18888,0.090909091,6.38323758,5.265772408,0.000350574,0.001227683,0.00051482,NFKB1/AKT1/TGFB1/IRS1/IGF1/IGF2,6
GO:0016445,BP,GO:0016445,somatic diversification of immunoglobulins,6/269,66/18888,0.090909091,6.38323758,5.265772408,0.000350574,0.001227683,0.00051482,ERCC1/TGFB1/IL10/MLH1/MSH2/NBN,6
GO:0050729,BP,GO:0050729,positive regulation of inflammatory response,9/269,153/18888,0.058823529,4.130330199,4.672921354,0.000352938,0.001235012,0.000517893,IL6/PTGS2/IL1B/TLR4/TNF/TGFB1/SERPINE1/NFKBIA/CLOCK,9
GO:0051051,BP,GO:0051051,negative regulation of transport,17/269,462/18888,0.036796537,2.583691402,4.142432757,0.000358739,0.001254349,0.000526002,THBS1/PTEN/PTGS2/IL1B/NFKB1/NOTCH1/TNF/AKT1/MMP9/CAV1/MIR200C/TXN/IRS1/MIR145/BRAF/MIR130B/UCN,17
GO:0030326,BP,GO:0030326,embryonic limb morphogenesis,8/269,122/18888,0.06557377,4.604302517,4.800591465,0.000362413,0.00126525,0.000530574,CTNNB1/NOTCH1/BAX/TWIST1/TP63/FGFR1/TFAP2A/MED1,8
GO:0035113,BP,GO:0035113,embryonic appendage morphogenesis,8/269,122/18888,0.06557377,4.604302517,4.800591465,0.000362413,0.00126525,0.000530574,CTNNB1/NOTCH1/BAX/TWIST1/TP63/FGFR1/TFAP2A/MED1,8
GO:0002690,BP,GO:0002690,positive regulation of leukocyte chemotaxis,7/269,93/18888,0.075268817,5.285046169,4.979150678,0.000367002,0.001279314,0.000536471,THBS1/CXCR2/IL6/VEGFA/MAPK1/PTK2/SERPINE1,7
GO:1902099,BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,7/269,93/18888,0.075268817,5.285046169,4.979150678,0.000367002,0.001279314,0.000536471,ARID1A/XRCC3/SMARCA4/SMARCA2/CUL3/RB1/SMARCE1,7
GO:0071692,BP,GO:0071692,protein localization to extracellular region,15/269,379/18888,0.039577836,2.77898206,4.205127323,0.000372713,0.001298226,0.000544402,IL6/EDNRB/IL1B/PPARG/HIF1A/TLR4/TNF/HNF1B/TGFB1/SNCG/EGFR/PCSK1/IRS1/IGF1/CLOCK,15
GO:0034605,BP,GO:0034605,cellular response to heat,6/269,67/18888,0.089552239,6.287965378,5.211756434,0.000380522,0.001323402,0.000554959,THBS1/PTGS2/MTOR/HDAC6/HSP90AA1/CDKN1A,6
GO:0097192,BP,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,6/269,67/18888,0.089552239,6.287965378,5.211756434,0.000380522,0.001323402,0.000554959,IL1B/TNF/AKT1/BAX/SNAI2/FGFR1,6
GO:0002688,BP,GO:0002688,regulation of leukocyte chemotaxis,8/269,123/18888,0.06504065,4.566869163,4.77029135,0.000382931,0.001329751,0.000557622,THBS1/CXCR2/IL6/VEGFA/MAPK1/PTK2/SERPINE1/CYP19A1,8
GO:0015749,BP,GO:0015749,monosaccharide transmembrane transport,8/269,123/18888,0.06504065,4.566869163,4.77029135,0.000382931,0.001329751,0.000557622,IL1B/MAPK14/RNASEL/TNF/AKT1/IRS1/IGF1/BRAF,8
GO:0010907,BP,GO:0010907,positive regulation of glucose metabolic process,5/269,44/18888,0.113636364,7.979046975,5.570771771,0.000389327,0.001349903,0.000566072,AKT1/IRS1/IGF1/PMAIP1/IGF2,5
GO:0071548,BP,GO:0071548,response to dexamethasone,5/269,44/18888,0.113636364,7.979046975,5.570771771,0.000389327,0.001349903,0.000566072,PIK3CA/IGF1R/HDAC6/PCNA/EGFR,5
GO:0007091,BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,7/269,94/18888,0.074468085,5.228822273,4.940298643,0.000391787,0.001355338,0.000568351,ARID1A/XRCC3/SMARCA4/SMARCA2/CUL3/RB1/SMARCE1,7
GO:0045666,BP,GO:0045666,positive regulation of neuron differentiation,7/269,94/18888,0.074468085,5.228822273,4.940298643,0.000391787,0.001355338,0.000568351,ETV5/SOX11/NCOA1/FGF2/RHOA/FOXA1/FGFR1,7
GO:0051492,BP,GO:0051492,regulation of stress fiber assembly,7/269,94/18888,0.074468085,5.228822273,4.940298643,0.000391787,0.001355338,0.000568351,MTOR/RHOA/TGFBR1/SMAD3/DLC1/BRAF/ROCK1,7
GO:0007059,BP,GO:0007059,chromosome segregation,16/269,423/18888,0.037825059,2.655909726,4.1401077,0.000394644,0.001364185,0.000572061,BRCA1/PTEN/AURKA/ARID1A/XRCC3/SMARCA4/SMARCA2/SRPK1/RHOA/LZTS2/KATNB1/CHEK2/CUL3/RB1/SMARCE1/MLH1,16
GO:0009110,BP,GO:0009110,vitamin biosynthetic process,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,NFKB1/TNF/SNAI1/SNAI2,4
GO:0010623,BP,GO:0010623,programmed cell death involved in cell development,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,IL1B/FASLG/FGF2/BAX,4
GO:0060561,BP,GO:0060561,apoptotic process involved in morphogenesis,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,VDR/NOTCH1/HNF1B/BAX,4
GO:0060964,BP,GO:0060964,regulation of miRNA-mediated gene silencing,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,TP53/IL6/STAT3/TGFB1,4
GO:1902993,BP,GO:1902993,positive regulation of amyloid precursor protein catabolic process,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,CASP3/TNF/RELA/CLU,4
GO:1905523,BP,GO:1905523,positive regulation of macrophage migration,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,THBS1/MMP14/MAPK1/PTK2,4
GO:2000353,BP,GO:2000353,positive regulation of endothelial cell apoptotic process,4/269,25/18888,0.16,11.23449814,6.154752985,0.000402023,0.001382352,0.00057968,THBS1/FASLG/TGFB1/AKR1C3,4
GO:0010811,BP,GO:0010811,positive regulation of cell-substrate adhesion,8/269,124/18888,0.064516129,4.530039573,4.740314526,0.000404385,0.001387332,0.000581768,VEGFA/SMAD3/ILK/FN1/OLFM4/KDR/BRAF/ROCK1,8
GO:0034502,BP,GO:0034502,protein localization to chromosome,8/269,124/18888,0.064516129,4.530039573,4.740314526,0.000404385,0.001387332,0.000581768,BRCA2/PARP1/EZH2/BRD3/BRD2/RB1/MSH2/ESR1,8
GO:0071774,BP,GO:0071774,response to fibroblast growth factor,8/269,124/18888,0.064516129,4.530039573,4.740314526,0.000404385,0.001387332,0.000581768,THBS1/CTNNB1/CD44/FGF2/FGFR4/GATA3/FGFR1/FGF3,8
GO:0043433,BP,GO:0043433,negative regulation of DNA-binding transcription factor activity,9/269,156/18888,0.057692308,4.050900772,4.599151985,0.000407028,0.00139535,0.00058513,KDM1A/ID1/IL10/RB1/DAB2IP/PIM1/NFKBIA/CDKN2A/ESR1,9
GO:0042987,BP,GO:0042987,amyloid precursor protein catabolic process,6/269,68/18888,0.088235294,6.195495298,5.158828105,0.000412432,0.001411751,0.000592008,CASP3/TNF/RELA/IGF1/ROCK1/CLU,6
GO:0045668,BP,GO:0045668,negative regulation of osteoblast differentiation,6/269,68/18888,0.088235294,6.195495298,5.158828105,0.000412432,0.001411751,0.000592008,PPARG/NOTCH1/TNF/TWSG1/SMAD3/TWIST1,6
GO:0046330,BP,GO:0046330,positive regulation of JNK cascade,7/269,95/18888,0.073684211,5.173782039,4.901996149,0.000417892,0.001428293,0.000598944,IL1B/TLR4/TNF/DAB2IP/HRAS/MAP2K7/MYD88,7
GO:0071229,BP,GO:0071229,cellular response to acid chemical,7/269,95/18888,0.073684211,5.173782039,4.901996149,0.000417892,0.001428293,0.000598944,PIK3CA/VEGFA/MTOR/TNF/MMP2/EGFR/CUL3,7
GO:0006690,BP,GO:0006690,icosanoid metabolic process,8/269,125/18888,0.064,4.493799257,4.710654686,0.000426806,0.001457667,0.000611262,ALOX12/GPX1/PTGS2/IL1B/GSTP1/ALOX15B/CYP1A1/AKR1C3,8
GO:0010463,BP,GO:0010463,mesenchymal cell proliferation,5/269,45/18888,0.111111111,7.80173482,5.490733726,0.000432951,0.001462697,0.000613372,CTNNB1/MYC/KDR/STAT1/FGFR1,5
GO:0035196,BP,GO:0035196,miRNA processing,5/269,45/18888,0.111111111,7.80173482,5.490733726,0.000432951,0.001462697,0.000613372,TP53/IL6/STAT3/SMAD3/TGFB1,5
GO:0048701,BP,GO:0048701,embryonic cranial skeleton morphogenesis,5/269,45/18888,0.111111111,7.80173482,5.490733726,0.000432951,0.001462697,0.000613372,MMP14/TGFBR1/SMAD3/TWIST1/TFAP2A,5
GO:1900744,BP,GO:1900744,regulation of p38MAPK cascade,5/269,45/18888,0.111111111,7.80173482,5.490733726,0.000432951,0.001462697,0.000613372,IL1B/VEGFA/DAB2IP/SPHK1/PER1,5
GO:1902108,BP,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,5/269,45/18888,0.111111111,7.80173482,5.490733726,0.000432951,0.001462697,0.000613372,TP53/BID/BAX/BNIP3/BNIP3L,5
GO:0019372,BP,GO:0019372,lipoxygenase pathway,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,ALOX12/GPX1/ALOX15B,3
GO:0035666,BP,GO:0035666,TRIF-dependent toll-like receptor signaling pathway,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,MAP3K7/TLR4/CD274,3
GO:0045793,BP,GO:0045793,positive regulation of cell size,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,MAP3K7/KDM1A/HSP90AA1,3
GO:0060736,BP,GO:0060736,prostate gland growth,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,AR/ESR1/CYP19A1,3
GO:0060900,BP,GO:0060900,embryonic camera-type eye formation,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,SOX11/TWIST1/TFAP2A,3
GO:0061370,BP,GO:0061370,testosterone biosynthetic process,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,SRD5A2/AKR1C3/CYP19A1,3
GO:0062100,BP,GO:0062100,positive regulation of programmed necrotic cell death,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,TP53/PARP1/AIFM1,3
GO:0090331,BP,GO:0090331,negative regulation of platelet aggregation,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,ALOX12/PRKCD/CD9,3
GO:1902510,BP,GO:1902510,regulation of apoptotic DNA fragmentation,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,IL6/BAX/AIFM1,3
GO:2000343,BP,GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,3/269,11/18888,0.272727273,19.14971274,7.237341483,0.000433094,0.001462697,0.000613372,TLR4/TNF/TGFB1,3
GO:0006006,BP,GO:0006006,glucose metabolic process,10/269,192/18888,0.052083333,3.657063197,4.447926508,0.000443869,0.001497976,0.000628166,TP53/PIK3CA/MAPK14/TNF/AKT1/IRS1/IGF1/PMAIP1/FBP1/IGF2,10
GO:0042982,BP,GO:0042982,amyloid precursor protein metabolic process,7/269,96/18888,0.072916667,5.119888476,4.864229181,0.000445368,0.001501637,0.000629701,CASP3/TNF/RELA/IGF1/PAWR/ROCK1/CLU,7
GO:1903050,BP,GO:1903050,regulation of proteolysis involved in protein catabolic process,11/269,228/18888,0.048245614,3.387595383,4.359651642,0.000445613,0.001501637,0.000629701,PTEN/AURKA/FBXW7/GPX1/CDK2/AKT1/CAV1/PTK2/DAB2IP/CLU/FHIT,11
GO:0038034,BP,GO:0038034,signal transduction in absence of ligand,6/269,69/18888,0.086956522,6.105705512,5.10694864,0.000446394,0.001503156,0.000630338,IL1B/TNF/AKT1/BAX/SNAI2/FGFR1,6
GO:0021915,BP,GO:0021915,neural tube development,9/269,158/18888,0.056962025,3.999623547,4.550989811,0.000446747,0.001503234,0.000630371,CASP3/NOTCH1/HIF1A/BMI1/TGFB1/FOXA1/BRD2/DLC1/TWIST1,9
GO:0002726,BP,GO:0002726,positive regulation of T cell cytokine production,4/269,26/18888,0.153846154,10.80240206,6.011803399,0.000469834,0.001568177,0.000657604,IL6/MAP3K7/IL1B/GATA3,4
GO:0022010,BP,GO:0022010,central nervous system myelination,4/269,26/18888,0.153846154,10.80240206,6.011803399,0.000469834,0.001568177,0.000657604,PTEN/ID4/MAL/CLU,4
